hour,time,lat,lon,speed_kmh,dir_deg
0,2026-06-06T00:00,24.99121,-139.98923,124.8,223
1,2026-06-06T01:00,24.99121,-139.98923,129.1,223
2,2026-06-06T02:00,24.99121,-139.98923,133.2,224
3,2026-06-06T03:00,24.99121,-139.98923,136.7,223
4,2026-06-06T04:00,24.99121,-139.98923,139.2,224
5,2026-06-06T05:00,24.99121,-139.98923,138.3,226
6,2026-06-06T06:00,24.99121,-139.98923,136.8,228
7,2026-06-06T07:00,24.99121,-139.98923,134.8,231
8,2026-06-06T08:00,24.99121,-139.98923,131.6,232
9,2026-06-06T09:00,24.99121,-139.98923,126.7,233
10,2026-06-06T10:00,24.99121,-139.98923,121.9,234
11,2026-06-06T11:00,24.99121,-139.98923,118.9,235
12,2026-06-06T12:00,24.99121,-139.98923,116.8,236
13,2026-06-06T13:00,24.99121,-139.98923,115.9,238
14,2026-06-06T14:00,24.99121,-139.98923,114.0,240
15,2026-06-06T15:00,24.99121,-139.98923,110.0,242
16,2026-06-06T16:00,24.99121,-139.98923,106.8,244
17,2026-06-06T17:00,24.99121,-139.98923,104.3,247
18,2026-06-06T18:00,24.99121,-139.98923,100.3,249
19,2026-06-06T19:00,24.99121,-139.98923,97.9,251
20,2026-06-06T20:00,24.99121,-139.98923,94.5,252
21,2026-06-06T21:00,24.99121,-139.98923,90.3,253
22,2026-06-06T22:00,24.99121,-139.98923,86.5,253
23,2026-06-06T23:00,24.99121,-139.98923,84.3,253
24,2026-06-07T00:00,24.99121,-139.98923,81.6,253
25,2026-06-07T01:00,24.99121,-139.98923,80.5,253
26,2026-06-07T02:00,24.99121,-139.98923,79.8,254
27,2026-06-07T03:00,24.99121,-139.98923,79.5,255
28,2026-06-07T04:00,24.99121,-139.98923,81.8,256
29,2026-06-07T05:00,24.99121,-139.98923,82.9,256
30,2026-06-07T06:00,24.99121,-139.98923,80.3,256
31,2026-06-07T07:00,24.99121,-139.98923,76.0,254
32,2026-06-07T08:00,24.99121,-139.98923,76.0,254
33,2026-06-07T09:00,24.99121,-139.98923,77.4,257
34,2026-06-07T10:00,24.99121,-139.98923,75.4,261
35,2026-06-07T11:00,24.99121,-139.98923,73.0,261
36,2026-06-07T12:00,24.99121,-139.98923,72.0,259
37,2026-06-07T13:00,24.99121,-139.98923,72.0,259
38,2026-06-07T14:00,24.99121,-139.98923,73.0,261
39,2026-06-07T15:00,24.99121,-139.98923,73.2,260
40,2026-06-07T16:00,24.99121,-139.98923,76.0,258
41,2026-06-07T17:00,24.99121,-139.98923,77.2,258
42,2026-06-07T18:00,24.99121,-139.98923,77.2,258
43,2026-06-07T19:00,24.99121,-139.98923,77.2,258
44,2026-06-07T20:00,24.99121,-139.98923,77.2,258
45,2026-06-07T21:00,24.99121,-139.98923,75.8,259
46,2026-06-07T22:00,24.99121,-139.98923,72.2,259
47,2026-06-07T23:00,24.99121,-139.98923,67.6,258
0,2026-06-06T00:00,24.99121,-134.37029,94.3,228
1,2026-06-06T01:00,24.99121,-134.37029,97.0,229
2,2026-06-06T02:00,24.99121,-134.37029,99.7,230
3,2026-06-06T03:00,24.99121,-134.37029,97.0,229
4,2026-06-06T04:00,24.99121,-134.37029,97.8,228
5,2026-06-06T05:00,24.99121,-134.37029,96.9,228
6,2026-06-06T06:00,24.99121,-134.37029,95.1,227
7,2026-06-06T07:00,24.99121,-134.37029,95.1,227
8,2026-06-06T08:00,24.99121,-134.37029,98.7,229
9,2026-06-06T09:00,24.99121,-134.37029,99.1,232
10,2026-06-06T10:00,24.99121,-134.37029,98.9,234
11,2026-06-06T11:00,24.99121,-134.37029,102.8,236
12,2026-06-06T12:00,24.99121,-134.37029,107.2,236
13,2026-06-06T13:00,24.99121,-134.37029,111.5,236
14,2026-06-06T14:00,24.99121,-134.37029,113.8,235
15,2026-06-06T15:00,24.99121,-134.37029,118.2,235
16,2026-06-06T16:00,24.99121,-134.37029,120.5,237
17,2026-06-06T17:00,24.99121,-134.37029,122.9,238
18,2026-06-06T18:00,24.99121,-134.37029,126.6,239
19,2026-06-06T19:00,24.99121,-134.37029,128.6,239
20,2026-06-06T20:00,24.99121,-134.37029,129.2,239
21,2026-06-06T21:00,24.99121,-134.37029,130.7,240
22,2026-06-06T22:00,24.99121,-134.37029,132.1,242
23,2026-06-06T23:00,24.99121,-134.37029,133.1,243
24,2026-06-07T00:00,24.99121,-134.37029,133.1,244
25,2026-06-07T01:00,24.99121,-134.37029,135.4,246
26,2026-06-07T02:00,24.99121,-134.37029,135.5,247
27,2026-06-07T03:00,24.99121,-134.37029,134.8,249
28,2026-06-07T04:00,24.99121,-134.37029,135.1,250
29,2026-06-07T05:00,24.99121,-134.37029,134.7,251
30,2026-06-07T06:00,24.99121,-134.37029,134.3,251
31,2026-06-07T07:00,24.99121,-134.37029,132.1,253
32,2026-06-07T08:00,24.99121,-134.37029,131.4,254
33,2026-06-07T09:00,24.99121,-134.37029,129.6,254
34,2026-06-07T10:00,24.99121,-134.37029,129.2,255
35,2026-06-07T11:00,24.99121,-134.37029,128.4,256
36,2026-06-07T12:00,24.99121,-134.37029,128.0,260
37,2026-06-07T13:00,24.99121,-134.37029,127.3,262
38,2026-06-07T14:00,24.99121,-134.37029,127.1,262
39,2026-06-07T15:00,24.99121,-134.37029,125.8,263
40,2026-06-07T16:00,24.99121,-134.37029,119.4,264
41,2026-06-07T17:00,24.99121,-134.37029,113.1,266
42,2026-06-07T18:00,24.99121,-134.37029,109.4,267
43,2026-06-07T19:00,24.99121,-134.37029,105.7,268
44,2026-06-07T20:00,24.99121,-134.37029,105.6,269
45,2026-06-07T21:00,24.99121,-134.37029,108.0,271
46,2026-06-07T22:00,24.99121,-134.37029,109.3,273
47,2026-06-07T23:00,24.99121,-134.37029,109.4,274
0,2026-06-06T00:00,24.99121,-128.65446,46.8,247
1,2026-06-06T01:00,24.99121,-128.65446,48.9,245
2,2026-06-06T02:00,24.99121,-128.65446,49.4,244
3,2026-06-06T03:00,24.99121,-128.65446,49.4,244
4,2026-06-06T04:00,24.99121,-128.65446,48.3,243
5,2026-06-06T05:00,24.99121,-128.65446,48.8,242
6,2026-06-06T06:00,24.99121,-128.65446,50.0,240
7,2026-06-06T07:00,24.99121,-128.65446,49.0,239
8,2026-06-06T08:00,24.99121,-128.65446,48.4,240
9,2026-06-06T09:00,24.99121,-128.65446,49.4,241
10,2026-06-06T10:00,24.99121,-128.65446,51.0,243
11,2026-06-06T11:00,24.99121,-128.65446,55.8,245
12,2026-06-06T12:00,24.99121,-128.65446,61.5,249
13,2026-06-06T13:00,24.99121,-128.65446,61.1,250
14,2026-06-06T14:00,24.99121,-128.65446,64.9,251
15,2026-06-06T15:00,24.99121,-128.65446,70.4,256
16,2026-06-06T16:00,24.99121,-128.65446,72.8,257
17,2026-06-06T17:00,24.99121,-128.65446,73.7,254
18,2026-06-06T18:00,24.99121,-128.65446,77.4,251
19,2026-06-06T19:00,24.99121,-128.65446,79.7,252
20,2026-06-06T20:00,24.99121,-128.65446,84.3,250
21,2026-06-06T21:00,24.99121,-128.65446,86.2,249
22,2026-06-06T22:00,24.99121,-128.65446,88.5,249
23,2026-06-06T23:00,24.99121,-128.65446,96.9,248
24,2026-06-07T00:00,24.99121,-128.65446,95.8,248
25,2026-06-07T01:00,24.99121,-128.65446,97.5,251
26,2026-06-07T02:00,24.99121,-128.65446,99.2,249
27,2026-06-07T03:00,24.99121,-128.65446,102.1,252
28,2026-06-07T04:00,24.99121,-128.65446,105.4,255
29,2026-06-07T05:00,24.99121,-128.65446,107.4,256
30,2026-06-07T06:00,24.99121,-128.65446,109.5,257
31,2026-06-07T07:00,24.99121,-128.65446,112.7,258
32,2026-06-07T08:00,24.99121,-128.65446,112.7,258
33,2026-06-07T09:00,24.99121,-128.65446,115.1,262
34,2026-06-07T10:00,24.99121,-128.65446,116.0,263
35,2026-06-07T11:00,24.99121,-128.65446,120.4,265
36,2026-06-07T12:00,24.99121,-128.65446,123.8,267
37,2026-06-07T13:00,24.99121,-128.65446,123.9,266
38,2026-06-07T14:00,24.99121,-128.65446,124.0,266
39,2026-06-07T15:00,24.99121,-128.65446,125.1,266
40,2026-06-07T16:00,24.99121,-128.65446,126.2,267
41,2026-06-07T17:00,24.99121,-128.65446,125.1,266
42,2026-06-07T18:00,24.99121,-128.65446,124.0,266
43,2026-06-07T19:00,24.99121,-128.65446,123.8,267
44,2026-06-07T20:00,24.99121,-128.65446,126.2,267
45,2026-06-07T21:00,24.99121,-128.65446,127.5,266
46,2026-06-07T22:00,24.99121,-128.65446,126.5,265
47,2026-06-07T23:00,24.99121,-128.65446,124.1,265
0,2026-06-06T00:00,24.99419,-122.992294,57.3,340
1,2026-06-06T01:00,24.99419,-122.992294,57.0,338
2,2026-06-06T02:00,24.99419,-122.992294,58.0,336
3,2026-06-06T03:00,24.99419,-122.992294,58.0,336
4,2026-06-06T04:00,24.99419,-122.992294,56.3,333
5,2026-06-06T05:00,24.99419,-122.992294,55.4,330
6,2026-06-06T06:00,24.99419,-122.992294,54.3,329
7,2026-06-06T07:00,24.99419,-122.992294,52.3,328
8,2026-06-06T08:00,24.99419,-122.992294,53.3,329
9,2026-06-06T09:00,24.99419,-122.992294,56.6,328
10,2026-06-06T10:00,24.99419,-122.992294,59.9,327
11,2026-06-06T11:00,24.99419,-122.992294,61.9,324
12,2026-06-06T12:00,24.99419,-122.992294,63.2,321
13,2026-06-06T13:00,24.99419,-122.992294,64.5,317
14,2026-06-06T14:00,24.99419,-122.992294,65.4,313
15,2026-06-06T15:00,24.99419,-122.992294,63.9,310
16,2026-06-06T16:00,24.99419,-122.992294,63.4,307
17,2026-06-06T17:00,24.99419,-122.992294,61.9,306
18,2026-06-06T18:00,24.99419,-122.992294,62.6,302
19,2026-06-06T19:00,24.99419,-122.992294,61.8,299
20,2026-06-06T20:00,24.99419,-122.992294,61.2,298
21,2026-06-06T21:00,24.99419,-122.992294,61.2,298
22,2026-06-06T22:00,24.99419,-122.992294,59.7,300
23,2026-06-06T23:00,24.99419,-122.992294,61.9,302
24,2026-06-07T00:00,24.99419,-122.992294,65.3,302
25,2026-06-07T01:00,24.99419,-122.992294,68.6,303
26,2026-06-07T02:00,24.99419,-122.992294,67.7,300
27,2026-06-07T03:00,24.99419,-122.992294,66.0,295
28,2026-06-07T04:00,24.99419,-122.992294,66.0,289
29,2026-06-07T05:00,24.99419,-122.992294,67.3,286
30,2026-06-07T06:00,24.99419,-122.992294,69.3,284
31,2026-06-07T07:00,24.99419,-122.992294,72.5,282
32,2026-06-07T08:00,24.99419,-122.992294,74.8,282
33,2026-06-07T09:00,24.99419,-122.992294,76.0,282
34,2026-06-07T10:00,24.99419,-122.992294,77.2,282
35,2026-06-07T11:00,24.99419,-122.992294,82.1,282
36,2026-06-07T12:00,24.99419,-122.992294,85.9,282
37,2026-06-07T13:00,24.99419,-122.992294,88.3,282
38,2026-06-07T14:00,24.99419,-122.992294,91.8,281
39,2026-06-07T15:00,24.99419,-122.992294,94.4,282
40,2026-06-07T16:00,24.99419,-122.992294,95.5,282
41,2026-06-07T17:00,24.99419,-122.992294,95.5,282
42,2026-06-07T18:00,24.99419,-122.992294,96.7,281
43,2026-06-07T19:00,24.99419,-122.992294,99.1,281
44,2026-06-07T20:00,24.99419,-122.992294,102.2,279
45,2026-06-07T21:00,24.99419,-122.992294,106.6,278
46,2026-06-07T22:00,24.99419,-122.992294,110.0,277
47,2026-06-07T23:00,24.99419,-122.992294,113.3,275
0,2026-06-06T00:00,25.007305,-117.34529,115.5,4
1,2026-06-06T01:00,25.007305,-117.34529,116.5,2
2,2026-06-06T02:00,25.007305,-117.34529,115.2,359
3,2026-06-06T03:00,25.007305,-117.34529,111.7,358
4,2026-06-06T04:00,25.007305,-117.34529,108.2,356
5,2026-06-06T05:00,25.007305,-117.34529,106.0,355
6,2026-06-06T06:00,25.007305,-117.34529,104.6,356
7,2026-06-06T07:00,25.007305,-117.34529,99.9,356
8,2026-06-06T08:00,25.007305,-117.34529,96.5,354
9,2026-06-06T09:00,25.007305,-117.34529,93.3,352
10,2026-06-06T10:00,25.007305,-117.34529,92.7,350
11,2026-06-06T11:00,25.007305,-117.34529,93.7,350
12,2026-06-06T12:00,25.007305,-117.34529,96.7,349
13,2026-06-06T13:00,25.007305,-117.34529,95.3,349
14,2026-06-06T14:00,25.007305,-117.34529,93.0,349
15,2026-06-06T15:00,25.007305,-117.34529,89.9,347
16,2026-06-06T16:00,25.007305,-117.34529,87.3,347
17,2026-06-06T17:00,25.007305,-117.34529,83.6,348
18,2026-06-06T18:00,25.007305,-117.34529,83.3,345
19,2026-06-06T19:00,25.007305,-117.34529,83.5,342
20,2026-06-06T20:00,25.007305,-117.34529,83.1,340
21,2026-06-06T21:00,25.007305,-117.34529,82.7,341
22,2026-06-06T22:00,25.007305,-117.34529,79.7,342
23,2026-06-06T23:00,25.007305,-117.34529,72.5,344
24,2026-06-07T00:00,25.007305,-117.34529,70.2,340
25,2026-06-07T01:00,25.007305,-117.34529,68.9,337
26,2026-06-07T02:00,25.007305,-117.34529,67.6,335
27,2026-06-07T03:00,25.007305,-117.34529,65.1,337
28,2026-06-07T04:00,25.007305,-117.34529,61.9,338
29,2026-06-07T05:00,25.007305,-117.34529,60.7,335
30,2026-06-07T06:00,25.007305,-117.34529,59.1,336
31,2026-06-07T07:00,25.007305,-117.34529,54.2,332
32,2026-06-07T08:00,25.007305,-117.34529,57.6,324
33,2026-06-07T09:00,25.007305,-117.34529,62.4,322
34,2026-06-07T10:00,25.007305,-117.34529,68.0,318
35,2026-06-07T11:00,25.007305,-117.34529,68.7,314
36,2026-06-07T12:00,25.007305,-117.34529,73.3,310
37,2026-06-07T13:00,25.007305,-117.34529,74.2,309
38,2026-06-07T14:00,25.007305,-117.34529,75.2,309
39,2026-06-07T15:00,25.007305,-117.34529,75.9,305
40,2026-06-07T16:00,25.007305,-117.34529,76.6,302
41,2026-06-07T17:00,25.007305,-117.34529,76.4,300
42,2026-06-07T18:00,25.007305,-117.34529,79.4,297
43,2026-06-07T19:00,25.007305,-117.34529,77.9,295
44,2026-06-07T20:00,25.007305,-117.34529,80.5,290
45,2026-06-07T21:00,25.007305,-117.34529,81.6,290
46,2026-06-07T22:00,25.007305,-117.34529,80.5,290
47,2026-06-07T23:00,25.007305,-117.34529,81.6,290
0,2026-06-06T00:00,25.004723,-111.68081,50.3,327
1,2026-06-06T01:00,25.004723,-111.68081,51.1,330
2,2026-06-06T02:00,25.004723,-111.68081,50.0,330
3,2026-06-06T03:00,25.004723,-111.68081,50.0,336
4,2026-06-06T04:00,25.004723,-111.68081,52.4,344
5,2026-06-06T05:00,25.004723,-111.68081,51.3,344
6,2026-06-06T06:00,25.004723,-111.68081,49.0,343
7,2026-06-06T07:00,25.004723,-111.68081,52.4,344
8,2026-06-06T08:00,25.004723,-111.68081,52.1,345
9,2026-06-06T09:00,25.004723,-111.68081,58.5,345
10,2026-06-06T10:00,25.004723,-111.68081,63.5,345
11,2026-06-06T11:00,25.004723,-111.68081,66.4,347
12,2026-06-06T12:00,25.004723,-111.68081,68.5,349
13,2026-06-06T13:00,25.004723,-111.68081,77.7,351
14,2026-06-06T14:00,25.004723,-111.68081,85.5,355
15,2026-06-06T15:00,25.004723,-111.68081,92.4,359
16,2026-06-06T16:00,25.004723,-111.68081,100.9,2
17,2026-06-06T17:00,25.004723,-111.68081,105.1,7
18,2026-06-06T18:00,25.004723,-111.68081,106.4,7
19,2026-06-06T19:00,25.004723,-111.68081,113.9,8
20,2026-06-06T20:00,25.004723,-111.68081,109.9,6
21,2026-06-06T21:00,25.004723,-111.68081,108.1,3
22,2026-06-06T22:00,25.004723,-111.68081,106.8,359
23,2026-06-06T23:00,25.004723,-111.68081,106.8,359
24,2026-06-07T00:00,25.004723,-111.68081,106.9,357
25,2026-06-07T01:00,25.004723,-111.68081,105.7,357
26,2026-06-07T02:00,25.004723,-111.68081,104.5,358
27,2026-06-07T03:00,25.004723,-111.68081,100.8,359
28,2026-06-07T04:00,25.004723,-111.68081,98.5,357
29,2026-06-07T05:00,25.004723,-111.68081,100.1,354
30,2026-06-07T06:00,25.004723,-111.68081,100.2,354
31,2026-06-07T07:00,25.004723,-111.68081,96.9,352
32,2026-06-07T08:00,25.004723,-111.68081,93.5,347
33,2026-06-07T09:00,25.004723,-111.68081,90.5,345
34,2026-06-07T10:00,25.004723,-111.68081,92.8,346
35,2026-06-07T11:00,25.004723,-111.68081,91.8,343
36,2026-06-07T12:00,25.004723,-111.68081,91.2,344
37,2026-06-07T13:00,25.004723,-111.68081,92.3,339
38,2026-06-07T14:00,25.004723,-111.68081,86.9,340
39,2026-06-07T15:00,25.004723,-111.68081,85.6,338
40,2026-06-07T16:00,25.004723,-111.68081,81.1,336
41,2026-06-07T17:00,25.004723,-111.68081,77.4,336
42,2026-06-07T18:00,25.004723,-111.68081,74.6,334
43,2026-06-07T19:00,25.004723,-111.68081,73.0,333
44,2026-06-07T20:00,25.004723,-111.68081,71.4,333
45,2026-06-07T21:00,25.004723,-111.68081,67.6,327
46,2026-06-07T22:00,25.004723,-111.68081,73.0,324
47,2026-06-07T23:00,25.004723,-111.68081,69.9,321
0,2026-06-06T00:00,25.005733,-106.012535,90.3,234
1,2026-06-06T01:00,25.005733,-106.012535,81.6,234
2,2026-06-06T02:00,25.005733,-106.012535,82.3,233
3,2026-06-06T03:00,25.005733,-106.012535,78.3,234
4,2026-06-06T04:00,25.005733,-106.012535,77.3,234
5,2026-06-06T05:00,25.005733,-106.012535,75.0,230
6,2026-06-06T06:00,25.005733,-106.012535,76.7,230
7,2026-06-06T07:00,25.005733,-106.012535,80.8,229
8,2026-06-06T08:00,25.005733,-106.012535,82.4,228
9,2026-06-06T09:00,25.005733,-106.012535,80.7,228
10,2026-06-06T10:00,25.005733,-106.012535,79.0,228
11,2026-06-06T11:00,25.005733,-106.012535,75.6,227
12,2026-06-06T12:00,25.005733,-106.012535,73.0,226
13,2026-06-06T13:00,25.005733,-106.012535,73.8,226
14,2026-06-06T14:00,25.005733,-106.012535,75.5,226
15,2026-06-06T15:00,25.005733,-106.012535,79.8,225
16,2026-06-06T16:00,25.005733,-106.012535,81.5,223
17,2026-06-06T17:00,25.005733,-106.012535,84.2,221
18,2026-06-06T18:00,25.005733,-106.012535,85.3,219
19,2026-06-06T19:00,25.005733,-106.012535,87.6,216
20,2026-06-06T20:00,25.005733,-106.012535,92.5,214
21,2026-06-06T21:00,25.005733,-106.012535,93.6,216
22,2026-06-06T22:00,25.005733,-106.012535,101.9,214
23,2026-06-06T23:00,25.005733,-106.012535,101.8,218
24,2026-06-07T00:00,25.005733,-106.012535,99.9,219
25,2026-06-07T01:00,25.005733,-106.012535,99.0,219
26,2026-06-07T02:00,25.005733,-106.012535,97.9,221
27,2026-06-07T03:00,25.005733,-106.012535,96.2,220
28,2026-06-07T04:00,25.005733,-106.012535,95.1,223
29,2026-06-07T05:00,25.005733,-106.012535,90.8,223
30,2026-06-07T06:00,25.005733,-106.012535,84.0,223
31,2026-06-07T07:00,25.005733,-106.012535,80.7,223
32,2026-06-07T08:00,25.005733,-106.012535,78.1,224
33,2026-06-07T09:00,25.005733,-106.012535,67.3,230
34,2026-06-07T10:00,25.005733,-106.012535,57.6,234
35,2026-06-07T11:00,25.005733,-106.012535,47.3,234
36,2026-06-07T12:00,25.005733,-106.012535,47.5,227
37,2026-06-07T13:00,25.005733,-106.012535,45.0,228
38,2026-06-07T14:00,25.005733,-106.012535,40.8,227
39,2026-06-07T15:00,25.005733,-106.012535,32.6,234
40,2026-06-07T16:00,25.005733,-106.012535,34.0,228
41,2026-06-07T17:00,25.005733,-106.012535,42.5,227
42,2026-06-07T18:00,25.005733,-106.012535,40.6,236
43,2026-06-07T19:00,25.005733,-106.012535,31.5,252
44,2026-06-07T20:00,25.005733,-106.012535,21.7,264
45,2026-06-07T21:00,25.005733,-106.012535,16.8,274
46,2026-06-07T22:00,25.005733,-106.012535,16.3,287
47,2026-06-07T23:00,25.005733,-106.012535,17.3,326
0,2026-06-06T00:00,25.007004,-100.34736,117.5,212
1,2026-06-06T01:00,25.007004,-100.34736,110.7,210
2,2026-06-06T02:00,25.007004,-100.34736,105.9,215
3,2026-06-06T03:00,25.007004,-100.34736,108.5,218
4,2026-06-06T04:00,25.007004,-100.34736,111.4,221
5,2026-06-06T05:00,25.007004,-100.34736,111.2,223
6,2026-06-06T06:00,25.007004,-100.34736,110.3,224
7,2026-06-06T07:00,25.007004,-100.34736,110.3,226
8,2026-06-06T08:00,25.007004,-100.34736,112.9,227
9,2026-06-06T09:00,25.007004,-100.34736,114.6,227
10,2026-06-06T10:00,25.007004,-100.34736,113.8,228
11,2026-06-06T11:00,25.007004,-100.34736,111.5,230
12,2026-06-06T12:00,25.007004,-100.34736,112.5,230
13,2026-06-06T13:00,25.007004,-100.34736,111.9,232
14,2026-06-06T14:00,25.007004,-100.34736,113.0,233
15,2026-06-06T15:00,25.007004,-100.34736,114.0,233
16,2026-06-06T16:00,25.007004,-100.34736,115.5,232
17,2026-06-06T17:00,25.007004,-100.34736,116.9,231
18,2026-06-06T18:00,25.007004,-100.34736,115.7,229
19,2026-06-06T19:00,25.007004,-100.34736,113.8,227
20,2026-06-06T20:00,25.007004,-100.34736,106.9,225
21,2026-06-06T21:00,25.007004,-100.34736,103.6,222
22,2026-06-06T22:00,25.007004,-100.34736,96.8,227
23,2026-06-06T23:00,25.007004,-100.34736,94.6,219
24,2026-06-07T00:00,25.007004,-100.34736,94.2,214
25,2026-06-07T01:00,25.007004,-100.34736,92.0,211
26,2026-06-07T02:00,25.007004,-100.34736,98.2,215
27,2026-06-07T03:00,25.007004,-100.34736,99.1,218
28,2026-06-07T04:00,25.007004,-100.34736,99.6,221
29,2026-06-07T05:00,25.007004,-100.34736,96.3,219
30,2026-06-07T06:00,25.007004,-100.34736,91.3,219
31,2026-06-07T07:00,25.007004,-100.34736,91.3,219
32,2026-06-07T08:00,25.007004,-100.34736,90.9,222
33,2026-06-07T09:00,25.007004,-100.34736,94.2,224
34,2026-06-07T10:00,25.007004,-100.34736,96.8,223
35,2026-06-07T11:00,25.007004,-100.34736,94.4,221
36,2026-06-07T12:00,25.007004,-100.34736,88.5,221
37,2026-06-07T13:00,25.007004,-100.34736,83.0,217
38,2026-06-07T14:00,25.007004,-100.34736,81.6,216
39,2026-06-07T15:00,25.007004,-100.34736,82.6,216
40,2026-06-07T16:00,25.007004,-100.34736,84.3,216
41,2026-06-07T17:00,25.007004,-100.34736,83.6,215
42,2026-06-07T18:00,25.007004,-100.34736,82.2,214
43,2026-06-07T19:00,25.007004,-100.34736,82.6,213
44,2026-06-07T20:00,25.007004,-100.34736,82.2,214
45,2026-06-07T21:00,25.007004,-100.34736,82.2,214
46,2026-06-07T22:00,25.007004,-100.34736,80.9,215
47,2026-06-07T23:00,25.007004,-100.34736,78.7,218
0,2026-06-06T00:00,25.007318,-94.663826,49.7,233
1,2026-06-06T01:00,25.007318,-94.663826,55.4,240
2,2026-06-06T02:00,25.007318,-94.663826,51.4,233
3,2026-06-06T03:00,25.007318,-94.663826,51.6,234
4,2026-06-06T04:00,25.007318,-94.663826,47.3,234
5,2026-06-06T05:00,25.007318,-94.663826,47.8,231
6,2026-06-06T06:00,25.007318,-94.663826,49.2,227
7,2026-06-06T07:00,25.007318,-94.663826,48.4,226
8,2026-06-06T08:00,25.007318,-94.663826,50.9,223
9,2026-06-06T09:00,25.007318,-94.663826,52.6,225
10,2026-06-06T10:00,25.007318,-94.663826,52.7,229
11,2026-06-06T11:00,25.007318,-94.663826,50.1,228
12,2026-06-06T12:00,25.007318,-94.663826,44.2,227
13,2026-06-06T13:00,25.007318,-94.663826,45.9,237
14,2026-06-06T14:00,25.007318,-94.663826,52.6,243
15,2026-06-06T15:00,25.007318,-94.663826,58.2,248
16,2026-06-06T16:00,25.007318,-94.663826,58.6,247
17,2026-06-06T17:00,25.007318,-94.663826,58.2,248
18,2026-06-06T18:00,25.007318,-94.663826,58.2,248
19,2026-06-06T19:00,25.007318,-94.663826,59.1,246
20,2026-06-06T20:00,25.007318,-94.663826,53.9,253
21,2026-06-06T21:00,25.007318,-94.663826,54.7,255
22,2026-06-06T22:00,25.007318,-94.663826,59.0,243
23,2026-06-06T23:00,25.007318,-94.663826,50.5,245
24,2026-06-07T00:00,25.007318,-94.663826,47.5,254
25,2026-06-07T01:00,25.007318,-94.663826,44.8,254
26,2026-06-07T02:00,25.007318,-94.663826,45.2,253
27,2026-06-07T03:00,25.007318,-94.663826,45.9,250
28,2026-06-07T04:00,25.007318,-94.663826,43.0,247
29,2026-06-07T05:00,25.007318,-94.663826,39.7,245
30,2026-06-07T06:00,25.007318,-94.663826,39.2,243
31,2026-06-07T07:00,25.007318,-94.663826,38.8,248
32,2026-06-07T08:00,25.007318,-94.663826,38.7,254
33,2026-06-07T09:00,25.007318,-94.663826,37.0,257
34,2026-06-07T10:00,25.007318,-94.663826,36.1,255
35,2026-06-07T11:00,25.007318,-94.663826,33.4,249
36,2026-06-07T12:00,25.007318,-94.663826,33.6,235
37,2026-06-07T13:00,25.007318,-94.663826,34.0,222
38,2026-06-07T14:00,25.007318,-94.663826,37.5,230
39,2026-06-07T15:00,25.007318,-94.663826,37.4,228
40,2026-06-07T16:00,25.007318,-94.663826,34.0,228
41,2026-06-07T17:00,25.007318,-94.663826,31.7,233
42,2026-06-07T18:00,25.007318,-94.663826,30.3,236
43,2026-06-07T19:00,25.007318,-94.663826,27.6,236
44,2026-06-07T20:00,25.007318,-94.663826,26.0,236
45,2026-06-07T21:00,25.007318,-94.663826,26.3,227
46,2026-06-07T22:00,25.007318,-94.663826,27.6,214
47,2026-06-07T23:00,25.007318,-94.663826,28.4,208
0,2026-06-06T00:00,25.006662,-88.99861,56.1,318
1,2026-06-06T01:00,25.006662,-88.99861,59.4,313
2,2026-06-06T02:00,25.006662,-88.99861,57.7,317
3,2026-06-06T03:00,25.006662,-88.99861,49.2,313
4,2026-06-06T04:00,25.006662,-88.99861,46.7,312
5,2026-06-06T05:00,25.006662,-88.99861,45.9,311
6,2026-06-06T06:00,25.006662,-88.99861,43.5,309
7,2026-06-06T07:00,25.006662,-88.99861,38.4,309
8,2026-06-06T08:00,25.006662,-88.99861,36.3,304
9,2026-06-06T09:00,25.006662,-88.99861,34.0,302
10,2026-06-06T10:00,25.006662,-88.99861,35.0,301
11,2026-06-06T11:00,25.006662,-88.99861,34.3,306
12,2026-06-06T12:00,25.006662,-88.99861,37.5,310
13,2026-06-06T13:00,25.006662,-88.99861,35.8,320
14,2026-06-06T14:00,25.006662,-88.99861,35.6,327
15,2026-06-06T15:00,25.006662,-88.99861,30.3,326
16,2026-06-06T16:00,25.006662,-88.99861,25.2,335
17,2026-06-06T17:00,25.006662,-88.99861,23.6,336
18,2026-06-06T18:00,25.006662,-88.99861,18.8,333
19,2026-06-06T19:00,25.006662,-88.99861,19.0,325
20,2026-06-06T20:00,25.006662,-88.99861,22.1,319
21,2026-06-06T21:00,25.006662,-88.99861,21.2,317
22,2026-06-06T22:00,25.006662,-88.99861,29.5,333
23,2026-06-06T23:00,25.006662,-88.99861,31.7,323
24,2026-06-07T00:00,25.006662,-88.99861,26.8,333
25,2026-06-07T01:00,25.006662,-88.99861,26.3,336
26,2026-06-07T02:00,25.006662,-88.99861,27.0,339
27,2026-06-07T03:00,25.006662,-88.99861,30.1,337
28,2026-06-07T04:00,25.006662,-88.99861,28.1,340
29,2026-06-07T05:00,25.006662,-88.99861,27.4,345
30,2026-06-07T06:00,25.006662,-88.99861,29.2,351
31,2026-06-07T07:00,25.006662,-88.99861,29.2,351
32,2026-06-07T08:00,25.006662,-88.99861,31.1,332
