Age,M,F
0-4,20582914,19379528
5-9,22168251,20840370
10-14,21857089,20492676
15-19,21251827,19804262
20-24,21315635,19522436
25-29,24045678,21623096
30-34,41757180,36643898
35-39,47457181,40912095
40-44,44633383,38141647
45-49,41725938,35891461
50-54,43219667,37980580
55-59,49691348,45343506
60-64,58411133,55918905
65-69,46103908,46536458
70-74,37821349,40307226
75-79,40441407,46401808
80-84,31824746,40377803
85-89,16537541,24171448
90-94,5003585,9569732
95-99,1081873,3112889
100+,55074,330553
