Age,M,F
0-4,2479796,2379652
5-9,2071382,1980277
10-14,1605257,1534651
15-19,1497299,1424304
20-24,1762912,1637149
25-29,1906039,1790671
30-34,1913553,1805228
35-39,1690716,1592122
40-44,1390269,1322573
45-49,1190839,1132877
50-54,970558,916969
55-59,761630,722633
60-64,611565,584124
65-69,419917,416350
70-74,257954,286599
75-79,194283,219966
80-84,111730,135633
85-89,45640,56728
90-94,10749,14807
95-99,1900,2926
100+,168,313
